I_in,Q_in,I_out,Q_out
-0.185771756,0.01871517,-0.259307284,0.023209836
-0.15733793,-0.042659017,-0.212574766,-0.057777882
-0.111119893,-0.041629623,-0.149553443,-0.059287428
-0.061793735,0.009619873,-0.082470505,0.004434566
-0.022971366,0.083768169,-0.039346197,0.089095269
-0.003018569,0.147048137,-0.022704678,0.160754757
-0.003035855,0.169476309,-0.028804585,0.191823104
-0.017511748,0.133747714,-0.046021712,0.147056586
-0.037182035,0.040363315,-0.070567177,0.047226043
-0.052873267,-0.092359025,-0.08095336,-0.106658889
-0.05883563,-0.233315085,-0.07942689,-0.265719632
-0.054358142,-0.347233509,-0.074393155,-0.403351131
-0.043180869,-0.404466096,-0.065381735,-0.476685732
-0.031092871,-0.389232946,-0.044953538,-0.464185481
-0.022800755,-0.304048479,-0.005536788,-0.372809413
-0.01941379,-0.169114762,0.02493214,-0.21656492
-0.017626493,-0.01685944,0.021105157,-0.038230561
-0.010994529,0.116861606,0.017026422,0.118874955
0.007143362,0.202450269,0.021607738,0.21760459
0.040225795,0.224443458,0.049143215,0.25997272
0.085899579,0.185385301,0.091121361,0.227534305
0.135443778,0.104619728,0.142993089,0.139899091
0.175610453,0.012362675,0.184713612,0.036393728
0.192423801,-0.059244016,0.214733855,-0.03411726
0.17573628,-0.085528516,0.203253318,-0.060863559
0.123008785,-0.056432623,0.155682526,-0.033863447
0.040987816,0.020651264,0.062483011,0.048154438
-0.05537144,0.123154012,-0.059655517,0.154476788
-0.146477088,0.220026407,-0.175067126,0.255235804
-0.213083409,0.28087486,-0.253541076,0.332015606
-0.241147815,0.28484042,-0.288826516,0.338914546
-0.225097177,0.226614525,-0.289148239,0.261470253
-0.168600767,0.117852912,-0.236523075,0.125253315
-0.082790597,-0.01636339,-0.135385879,-0.033048779
0.017307485,-0.144884887,-0.005574761,-0.171138802
0.116853651,-0.239402285,0.115285817,-0.275158721
0.204465902,-0.282211668,0.223030148,-0.330244103
0.273787558,-0.270542333,0.305335606,-0.320301607
0.323160288,-0.216255411,0.383398084,-0.258035454
0.353924315,-0.141174412,0.431294692,-0.16756832
0.368315846,-0.069653673,0.456846184,-0.080230616
0.367958361,-0.020805399,0.459297405,-0.018652244
0.353559697,-0.002840133,0.445531083,0.003857249
0.32580349,-0.011230612,0.412420285,0.013167721
0.28682725,-0.031136485,0.365572581,-0.003987766
0.241363017,-0.043145802,0.307108937,-0.010375686
0.196719574,-0.030346521,0.253555714,0.006129288
0.161275846,0.015631159,0.207794413,0.052609234
0.141839435,0.091555923,0.176392765,0.136382968
0.140819826,0.183441324,0.172692996,0.242592371
0.154412027,0.270910305,0.18982399,0.339634788
0.172750757,0.333546898,0.213948694,0.419246877
0.182332167,0.357096322,0.224673237,0.446979549
0.170140229,0.337493716,0.204548391,0.422668284
0.128183363,0.281489748,0.135829825,0.365949283
0.056842199,0.203817892,0.033853303,0.278861913
-0.034294864,0.122008004,-0.074242677,0.167569299
-0.128634425,0.050702707,-0.173515568,0.066030466
-0.207288418,-0.002568565,-0.258683522,-0.002061703
-0.254822041,-0.038776679,-0.31698189,-0.052100033
-0.264104338,-0.065595045,-0.319606842,-0.099092152
-0.238536826,-0.093202626,-0.283441092,-0.13968503
-0.190783073,-0.129309342,-0.221064787,-0.182545007
-0.138330987,-0.175280345,-0.159756229,-0.245766969
-0.097366645,-0.224826959,-0.101894925,-0.29543339
-0.077102064,-0.265806483,-0.073383469,-0.342127029
-0.076614778,-0.284553573,-0.073231786,-0.364481072
-0.085421125,-0.271240365,-0.075460037,-0.34838145
-0.087689155,-0.224351017,-0.068883263,-0.296942464
-0.068659433,-0.152602849,-0.046640249,-0.212674676
-0.0209693,-0.073471479,0.007848491,-0.114024558
0.051493536,-0.008606442,0.085918127,-0.033104927
0.133788325,0.022519746,0.171490234,0.014161522
0.204342736,0.008754398,0.254220365,0.00836035
0.242234726,-0.048771286,0.302972588,-0.043932537
0.234854488,-0.136186038,0.300927471,-0.141715569
0.183191198,-0.230186328,0.245806269,-0.247681425
0.102691493,-0.304203461,0.15572123,-0.336941333
0.019106144,-0.335644974,0.050484986,-0.377520935
-0.039513859,-0.312099509,-0.005624402,-0.352321205
-0.052099422,-0.23471688,-0.012034733,-0.271188055
-0.011985583,-0.117834491,0.024816656,-0.134588596
0.070154701,0.014958778,0.103538013,0.017110832
0.169051399,0.137098782,0.206337524,0.167557317
0.252539032,0.225807685,0.291929747,0.266108315
0.29179607,0.267429253,0.336350968,0.319705175
0.270778917,0.25993752,0.314503158,0.314054961
0.19171129,0.212117592,0.210866832,0.2768099
0.074767702,0.139914313,0.059611875,0.198663802
-0.047984011,0.061234093,-0.075861275,0.096131826
-0.142398605,-0.009158255,-0.176126311,0.006013021
-0.18259738,-0.063163837,-0.221736656,-0.069177815
-0.158464233,-0.100404215,-0.185562228,-0.124515943
-0.077924573,-0.126735693,-0.08819588,-0.160133566
0.036556212,-0.150936832,0.052727893,-0.179469235
0.155846896,-0.180793089,0.186807077,-0.214471336
0.253544156,-0.219900147,0.303480548,-0.262242968
0.313616828,-0.266187889,0.36385774,-0.324809572
0.333779655,-0.312553524,0.382531967,-0.38042323
0.323705352,-0.349291834,0.373008099,-0.419881566
0.29909631,-0.367445213,0.351601499,-0.439158145
0.274132357,-0.361935287,0.326950085,-0.429236623
0.255341718,-0.333448668,0.322032143,-0.385947501
0.239315391,-0.288481343,0.31656415,-0.328054517
0.215135298,-0.237551616,0.302714213,-0.26712297
0.17049389,-0.192174744,0.252514441,-0.212182239
0.09896374,-0.16157122,0.17610485,-0.177663246
0.005318408,-0.150141784,0.072146239,-0.177410694
-0.093550189,-0.156474622,-0.050615908,-0.188452089
-0.172934929,-0.174145565,-0.14482408,-0.215080336
-0.208611655,-0.193995384,-0.200436084,-0.24313621
-0.186222376,-0.207104667,-0.180551601,-0.265678685
-0.108165718,-0.207484163,-0.094248652,-0.267129136
0.004927813,-0.193620039,0.033379825,-0.241274169
0.119252449,-0.168418002,0.155662292,-0.199711923
0.198183662,-0.137643468,0.247775782,-0.168126583
0.214647896,-0.107472443,0.269432501,-0.126579578
0.161228985,-0.082073635,0.203296873,-0.092454348
0.054230557,-0.062127835,0.07915461,-0.070742399
-0.070200174,-0.044852801,-0.059571791,-0.064725081
-0.167105311,-0.025548812,-0.176800869,-0.049432243
-0.197567131,-9.90989e-05,-0.223735934,-0.031354166
-0.142510092,0.032542603,-0.16343088,0.003752052
-0.010673464,0.068912383,-0.019654897,0.054064629
0.162281815,0.101364346,0.164984028,0.108408765
0.32370008,0.12027471,0.357876735,0.135374695
0.420011051,0.1175186,0.477744491,0.124737435
0.413892951,0.090055599,0.475674999,0.098719476
0.296895148,0.042267853,0.341299587,0.07998635
0.093219172,-0.014022855,0.106534677,0.019504096
-0.146840022,-0.062227307,-0.15295748,-0.046541105
-0.361915727,-0.085797975,-0.408395787,-0.081723199
-0.49835332,-0.073790271,-0.577024076,-0.043120778
-0.526740631,-0.025349431,-0.60827844,0.022133957
-0.4508279,0.048559048,-0.523460841,0.070858905
-0.305918609,0.127116232,-0.368826773,0.111909895
-0.147235266,0.185111382,-0.199906401,0.163512422
-0.032038994,0.200501773,-0.079730627,0.183177717
-0.001317932,0.161829701,-0.045365779,0.152016585
-0.066977296,0.073077763,-0.112895578,0.054435984
-0.208624904,-0.045849813,-0.259303391,-0.073949409
-0.380866688,-0.163577265,-0.461070289,-0.194015572
-0.528570907,-0.245658031,-0.646548639,-0.239999058
-0.604978749,-0.264609242,-0.730804087,-0.213861153
-0.58668374,-0.208581779,-0.69874989,-0.162235609
-0.480638555,-0.085906012,-0.573794768,-0.0876548
-0.321071157,0.076111147,-0.380271851,0.033409787
-0.157570875,0.238048731,-0.199140166,0.199839614
-0.038499776,0.359038956,-0.072628955,0.351358137
0.004664387,0.408134495,-0.016542265,0.432215805
-0.033101111,0.372960762,-0.069009638,0.410640052
-0.129869992,0.263000276,-0.189152794,0.295034758
-0.245226665,0.106477425,-0.319397751,0.118259508
-0.334562668,-0.058208515,-0.426422307,-0.057235339
-0.364225255,-0.193848197,-0.460401675,-0.197725134
-0.322395476,-0.275055051,-0.409054009,-0.296933822
-0.222168992,-0.294885743,-0.279792982,-0.344753437
-0.096058315,-0.265472278,-0.115521288,-0.327833132
0.015930702,-0.212630206,0.028934406,-0.266171516
0.080374375,-0.166350082,0.114182475,-0.205317458
0.08177756,-0.150384813,0.114451751,-0.18766618
0.027382654,-0.174382692,0.060018624,-0.208727051
-0.056024396,-0.231109024,-0.033784615,-0.268207617
-0.131998034,-0.299555587,-0.125106641,-0.353146474
-0.167439785,-0.35274567,-0.180723754,-0.411609509
-0.144186643,-0.367475276,-0.164917009,-0.428872761
-0.065244131,-0.332615153,-0.055507592,-0.392616773
0.04634143,-0.253136182,0.085679892,-0.310267219
0.155414994,-0.148520492,0.216243655,-0.183081194
0.226593469,-0.046162884,0.29039076,-0.061527219
0.235979482,0.02791721,0.307049346,0.037245697
0.178770659,0.057831281,0.234241855,0.081749708
0.070336992,0.043038568,0.09893548,0.061334545
-0.059376195,-0.001733066,-0.05088639,0.009106904
-0.176006234,-0.051778123,-0.182580034,-0.053071672
-0.251918729,-0.081041187,-0.28390964,-0.097852728
-0.274571799,-0.071085035,-0.32197099,-0.083404421
-0.249418823,-0.017332073,-0.29758157,-0.042718774
-0.196623733,0.069497637,-0.246323555,0.049024835
-0.142984235,0.167136839,-0.188779857,0.157232867
-0.112019242,0.249302776,-0.163656612,0.259598725
-0.115670446,0.294337314,-0.169306822,0.316157181
-0.150372916,0.291977077,-0.206064673,0.325151359
-0.198654511,0.246017206,-0.266204554,0.273015708
-0.235510885,0.17213777,-0.317229377,0.195303347
-0.237234289,0.0918803,-0.31881291,0.097421852
-0.189662704,0.025077038,-0.269843661,0.013555573
-0.093155455,-0.01651323,-0.150017138,-0.036930626
0.037181134,-0.032162618,0.010755469,-0.046169009
0.175860866,-0.030858283,0.174056007,-0.035338026
0.294345533,-0.026455294,0.318577604,-0.026467948
0.368869106,-0.031326437,0.418319273,-0.037589777
0.38633585,-0.051031064,0.454513112,-0.063559402
0.346702913,-0.082056122,0.412786026,-0.08243485
0.261533669,-0.113440296,0.325258221,-0.097849795
0.149654365,-0.131554704,0.205495157,-0.113393888
0.031641367,-0.126067994,0.069888611,-0.107960328
-0.075016877,-0.094646939,-0.049152496,-0.084646457
-0.158766227,-0.044422864,-0.160516193,-0.044699617
-0.21443469,0.010485475,-0.232094148,0.004829135
-0.24179278,0.054535509,-0.268365817,0.044450561
-0.243321931,0.077280667,-0.27956277,0.064465176
-0.222354285,0.078235798,-0.264226966,0.063981303
-0.182330331,0.068000052,-0.222000864,0.053721331
-0.127239105,0.064908025,-0.155635706,0.053474876
-0.062668173,0.088187377,-0.083856048,0.085681744
0.003431227,0.150020718,-0.023385805,0.164542033
0.061037651,0.249491539,0.033370601,0.287072817
0.099684742,0.370881964,0.095218351,0.428582325
0.111033388,0.487325991,0.138508966,0.563098059
0.091477872,0.568905366,0.143027542,0.644052202
0.043711045,0.592591781,0.096778365,0.672784242
-0.023534972,0.550613989,0.001746962,0.642652945
-0.097708607,0.454197393,-0.111135996,0.54644303
-0.165997889,0.331101604,-0.221788182,0.406183994
-0.219040229,0.217481354,-0.302604792,0.268888655
-0.253453525,0.146592652,-0.343397306,0.179086633
-0.272223241,0.138049595,-0.362339137,0.165039979
-0.28273452,0.191267325,-0.368908726,0.221165351
-0.293114243,0.285394879,-0.37139763,0.339439971
-0.308219179,0.385884021,-0.362207358,0.467442273
-0.326811314,0.455590738,-0.367363562,0.553602524
-0.341102586,0.466744057,-0.369441829,0.57086465
-0.339035714,0.409792706,-0.386520861,0.501666733
-0.308673985,0.296179611,-0.383049271,0.36087968
-0.243253254,0.154149767,-0.341333727,0.175181206
-0.145105213,0.019064847,-0.221084463,0.003840934
-0.026933267,-0.078438259,-0.071932907,-0.100034769
0.090261203,-0.12239278,0.082100729,-0.137143601
0.182208067,-0.11618007,0.204096477,-0.122928751
0.22794922,-0.080409195,0.265353796,-0.080825287
0.215987534,-0.044826563,0.265582812,-0.034304347
0.148074401,-0.037144647,0.197490074,-0.017412685
0.039386051,-0.072727649,0.074122561,-0.065350486
-0.085070489,-0.148750438,-0.055600438,-0.153455586
-0.196829365,-0.244873842,-0.179725726,-0.275177411
-0.27127897,-0.330206392,-0.292875898,-0.374186064
-0.293806945,-0.374140973,-0.335975164,-0.420871869
-0.263044726,-0.35731757,-0.303456704,-0.411839382
-0.190374472,-0.278924938,-0.200925255,-0.347769673
-0.095983963,-0.157815622,-0.077923727,-0.216132981
-0.002753106,-0.027023239,0.025445472,-0.056499022
0.070170381,0.076496481,0.093983457,0.071288296
0.112253489,0.123492484,0.133142643,0.137411871
0.123618529,0.101592264,0.151810275,0.125560285
0.113845131,0.019080087,0.132473487,0.041020823
0.098100177,-0.0978231,0.121844669,-0.089000833
0.091896247,-0.213126918,0.122158618,-0.217704939
0.106084755,-0.291903988,0.141414476,-0.320576101
0.14351107,-0.310265928,0.179952515,-0.351963863
0.198187131,-0.261421886,0.248526337,-0.303927394
0.25706992,-0.156209441,0.322501215,-0.180304438
0.303806466,-0.018387936,0.376114715,-0.017921753
0.323316969,0.123336438,0.401128724,0.140526771
0.305947129,0.243687358,0.386442167,0.279575969
0.250129758,0.326874947,0.325590445,0.388318077
0.162960147,0.368677319,0.212144102,0.4425174
0.058659699,0.374443456,0.070637337,0.462955427
-0.044578469,0.354363799,-0.062980464,0.44918476
-0.12852146,0.318188098,-0.173943635,0.405502147
-0.178652885,0.271524314,-0.239493789,0.342715786
-0.186919242,0.2150029,-0.261244878,0.268415281
-0.152928573,0.146307765,-0.224345482,0.172788394
-0.08345295,0.063873911,-0.134733304,0.068465682
0.009523825,-0.029605188,-0.017226897,-0.034238558
0.111663744,-0.125592328,0.113174756,-0.132353398
0.209320561,-0.210938832,0.240146395,-0.234938156
0.292060331,-0.271626296,0.336021606,-0.315913256
0.354110854,-0.297620739,0.398481996,-0.35727503
0.394489039,-0.286900229,0.446850499,-0.349814494
0.415907669,-0.246941383,0.480047966,-0.303126287
0.422886423,-0.192864143,0.504848117,-0.239250712
0.419699462,-0.142695475,0.507521742,-0.179951716
0.408820005,-0.111342611,0.501566542,-0.138837961
0.390352947,-0.105431253,0.492820381,-0.123004276
0.362618806,-0.120937146,0.464749111,-0.136349715
0.323658792,-0.144587654,0.425370095,-0.150174169
0.273094325,-0.158670215,0.37103029,-0.158851707
0.213611525,-0.147640873,0.306698778,-0.137672499
0.151421431,-0.104232288,0.23185052,-0.085029078
0.095363296,-0.032874998,0.16084674,-0.004829661
0.054781919,0.050863158,0.101141093,0.087048844
0.036771441,0.12475609,0.06162849,0.168167161
0.043674337,0.166903254,0.059086421,0.212009975
0.071735739,0.162933366,0.077565441,0.204097024
0.111509275,0.11105068,0.121024661,0.151484351
0.150069592,0.023257297,0.163773451,0.056539115
0.174477592,-0.077655201,0.202104706,-0.063067512
0.175474046,-0.16438038,0.208003586,-0.167971306
0.150220701,-0.21265516,0.188301379,-0.231467583
0.103143672,-0.207781195,0.140050539,-0.233941777
0.04450889,-0.148214981,0.085172325,-0.169589358
-0.012901584,-0.045341642,0.006136559,-0.05917342
-0.057984259,0.080228031,-0.05283414,0.074972426
-0.085004239,0.204475956,-0.100794741,0.213527835
-0.095506869,0.306049981,-0.118887129,0.330498152
-0.097719457,0.370870911,-0.119319288,0.416641657
-0.103532194,0.394217798,-0.132563276,0.446023053
-0.12398095,0.380144303,-0.163758692,0.431986489
-0.164717606,0.338892871,-0.218261613,0.391357019
-0.223041757,0.28342919,-0.293173159,0.325879579
-0.287628787,0.226216471,-0.371754522,0.264196558
-0.341247317,0.17697106,-0.435336435,0.210393351
-0.365778096,0.141603201,-0.4617728,0.168459837
-0.348046687,0.122096191,-0.437354764,0.137777536
-0.284634016,0.116886682,-0.365505993,0.119944027
-0.184060956,0.121409939,-0.249899194,0.108818374
-0.065497753,0.128753593,-0.120209224,0.11678889
0.045802902,0.130625495,0.010627486,0.137103502
0.125135791,0.118902832,0.100849914,0.131152777
0.155161244,0.087813334,0.142141162,0.110822303
0.130936657,0.036377654,0.122996463,0.052042958
0.061680156,-0.029685058,0.049533011,-0.025238183
-0.031281716,-0.097574718,-0.039367642,-0.10276355
-0.119844242,-0.149311252,-0.126851075,-0.166286469
-0.176281962,-0.166023489,-0.18886886,-0.19483678
-0.180306464,-0.133824356,-0.193010889,-0.169177843
-0.124179359,-0.049639529,-0.12009432,-0.074089344
-0.014623344,0.075042262,-0.002701158,0.075343289
0.128828177,0.214249123,0.140149879,0.23960285
0.27846865,0.332208323,0.332017572,0.378924554
0.404758979,0.391968382,0.501712632,0.419630933
0.482772004,0.365858588,0.600918882,0.372366713
0.497261706,0.244752139,0.593791867,0.254863842
0.445346953,0.043069303,0.513103992,0.072111759
0.336448349,-0.202552385,0.387210343,-0.172970794
0.18975569,-0.441208261,0.224671295,-0.447764841
0.029981804,-0.620524892,0.002355864,-0.655503217
-0.117600687,-0.700861181,-0.207209096,-0.732049382
-0.23183858,-0.666761557,-0.332116912,-0.686358652
-0.299267006,-0.532073438,-0.366635416,-0.565918172
-0.316019597,-0.336871212,-0.335349165,-0.393363745
-0.2878466,-0.136735736,-0.278701827,-0.199378866
-0.228320361,0.012713901,-0.219337821,-0.048422523
-0.155598178,0.071599149,-0.154572386,0.024026121
-0.088364107,0.027216132,-0.092270684,-0.017025563
-0.041753045,-0.102319219,-0.04111783,-0.14738206
-0.024123563,-0.273367636,-0.015545627,-0.337259653
-0.035438743,-0.429482954,-0.054349706,-0.515687913
-0.067710436,-0.517798893,-0.115372911,-0.606119557
-0.107490196,-0.50424868,-0.158538298,-0.594501944
-0.139845651,-0.383167982,-0.150468702,-0.466760184
-0.152794111,-0.178565762,-0.125579043,-0.244521222
-0.140937095,0.063122856,-0.123268526,0.019347641
-0.107164756,0.28645551,-0.107111961,0.271375742
-0.061792955,0.442470801,-0.050098684,0.474305665
-0.019248376,0.501680329,0.00900143,0.554028076
0.006786834,0.460928729,0.007784843,0.516403268
0.008280541,0.342469298,-0.026947705,0.392740655
-0.013827152,0.185986432,-0.077329614,0.21702146
-0.049131271,0.036329797,-0.116655684,0.046870359
-0.080506549,-0.069194776,-0.135423574,-0.071989739
-0.089447964,-0.110280265,-0.131132654,-0.121366603
-0.06244343,-0.087371253,-0.088601018,-0.103435899
0.003658941,-0.019155464,-0.004126119,-0.020807048
0.099156038,0.064866667,0.100516572,0.08318202
0.202929252,0.134073206,0.222559368,0.165783916
0.287666185,0.165622914,0.322951613,0.216586607
0.327469709,0.150094549,0.376507309,0.193606973
0.305600603,0.092651685,0.342225287,0.132643402
0.219931628,0.010000618,0.239545993,0.045940996
0.084303719,-0.075385563,0.090457988,-0.049589628
-0.074798058,-0.141719063,-0.079485537,-0.136768378
-0.225368973,-0.173108184,-0.244697907,-0.194648165
-0.338704224,-0.162325551,-0.382482275,-0.186908475
-0.397228007,-0.110902036,-0.456444962,-0.122688523
-0.398917536,-0.027172112,-0.455679168,-0.038943198
-0.356959378,0.076632912,-0.40292245,0.062502086
-0.294777834,0.187160293,-0.340930095,0.182567826
-0.238043878,0.291897654,-0.28327292,0.306017584
-0.206229558,0.380199191,-0.247735105,0.421140632
-0.206403215,0.443713515,-0.243832147,0.501378299
-0.231222357,0.47672365,-0.261404247,0.554021098
-0.261716349,0.4767553,-0.290763922,0.56069252
-0.273907923,0.445435363,-0.321961919,0.532699923
-0.247103884,0.389191924,-0.306644904,0.471479566
-0.171182098,0.31918742,-0.247395931,0.373843923
-0.050564674,0.249990607,-0.12424085,0.283368724
0.096339747,0.196904,0.049085072,0.222672435
0.241989729,0.17242022,0.22211435,0.211629895
0.357293399,0.182755989,0.376730097,0.225002742
0.419562565,0.225593771,0.474932467,0.261178778
0.41846599,0.289937578,0.489007005,0.326513802
0.358335648,0.358401319,0.429586185,0.412442684
0.256376179,0.411478868,0.320158792,0.491230099
0.137583646,0.432658609,0.179823878,0.534922071
0.028089869,0.41289135,0.047084605,0.530959632
-0.051051027,0.353042404,-0.068610091,0.462734415
-0.08797061,0.263537883,-0.134381301,0.354838783
-0.081156291,0.161273441,-0.135138398,0.228726276
-0.037840004,0.064711796,-0.074411347,0.104054894
0.029433884,-0.011331427,0.012777698,0.015206543
0.106724682,-0.059617866,0.113302451,-0.036632009
0.181880253,-0.081951954,0.213290634,-0.05638887
0.246280738,-0.087791194,0.292132084,-0.066399221
0.295082397,-0.090516652,0.362676361,-0.071372307
0.326438456,-0.102606633,0.401030402,-0.087953836
0.340409152,-0.131274216,0.415654477,-0.118971682
0.338164393,-0.175943817,0.415822797,-0.184056664
0.321730599,-0.228325647,0.401345554,-0.243200051
0.294130131,-0.27500871,0.368605574,-0.30381493
0.259503223,-0.301706334,0.33848262,-0.343250276
0.222803867,-0.297799481,0.306351288,-0.343135801
0.188911212,-0.259773751,0.272436065,-0.293943855
0.161367112,-0.19253187,0.253311006,-0.209956653
0.141250187,-0.108243857,0.23191561,-0.111538403
0.126765949,-0.023146781,0.203841421,-0.012789019
0.11391076,0.046708144,0.176710421,0.07405229
0.098128036,0.089509059,0.143882162,0.117522778
0.076399698,0.100417108,0.107069154,0.134690062
0.048920974,0.082310187,0.067898027,0.114134758
0.019550631,0.0444777,0.029954334,0.068514808
-0.005362282,-0.000214399,-0.005635318,0.012964022
-0.019529677,-0.038789306,-0.012493733,-0.044896523
-0.01977344,-0.061267812,-0.018803425,-0.06803976
-0.008335926,-0.062630716,-0.002049895,-0.082291151
0.006677644,-0.043248077,0.018162014,-0.051217621
0.013269052,-0.007857173,0.013024558,-0.019043407
-0.000415446,0.03643238,0.004085621,0.03470379
-0.041202252,0.082407968,-0.05456549,0.080231018
-0.106906352,0.124599891,-0.136261336,0.119258673
-0.184914091,0.160205711,-0.231536253,0.15749362
-0.254287544,0.188920935,-0.311442427,0.20110876
-0.291191782,0.211856319,-0.357512828,0.229430451
-0.276231548,0.230002271,-0.349559153,0.249763037
-0.201442519,0.242834937,-0.269609941,0.260520252
-0.074549863,0.247613538,-0.129882118,0.260234077
0.081209648,0.239707193,0.039173136,0.262617255
0.23208099,0.213966541,0.221333368,0.250409795
0.342424762,0.166805858,0.366081983,0.200141978
0.384550276,0.098381592,0.425155106,0.124209506
0.346773648,0.014129424,0.390139068,0.042951304
0.237143283,-0.07499248,0.275145557,-0.044775586
0.081542981,-0.153909803,0.106716093,-0.133987891
-0.083387897,-0.206394116,-0.068528133,-0.212104744
-0.220444941,-0.218995341,-0.224916977,-0.247350195
-0.30209005,-0.18496757,-0.332592022,-0.213719717
-0.317628881,-0.107052837,-0.354306148,-0.136969393
-0.275204691,0.001853242,-0.308139554,-0.030616984
-0.198122578,0.120653393,-0.233316564,0.094571968
-0.11680255,0.22442248,-0.149352776,0.224146577
-0.059001904,0.290275458,-0.08993712,0.311776801
-0.041414869,0.303252381,-0.07707626,0.335943882
-0.065213805,0.260568818,-0.107968866,0.292974191
-0.1167429,0.172880464,-0.175022846,0.200650498
-0.172878859,0.061949368,-0.232461679,0.07145598
-0.209102336,-0.044902519,-0.262361982,-0.055552844
-0.207555286,-0.122188804,-0.256834059,-0.151260378
-0.162517824,-0.153484683,-0.190855824,-0.19056076
-0.081728359,-0.136364785,-0.093218515,-0.176642944
0.01657939,-0.083466951,0.028750287,-0.113619624
0.109650135,-0.019149235,0.13080999,-0.032492821
0.177039782,0.027504163,0.205918595,0.025575838
0.206060622,0.031429063,0.239538694,0.035833748
0.194261383,-0.020455321,0.230783627,-0.007006137
0.148512115,-0.124501562,0.186634379,-0.119932697
0.081453828,-0.260396662,0.114139592,-0.277968744
0.006881957,-0.39624629,0.023637401,-0.436462466
-0.064197953,-0.497387877,-0.080714588,-0.560569993
-0.125583665,-0.53645745,-0.167503321,-0.595767274
-0.175598149,-0.501754331,-0.220064802,-0.561043859
-0.215102684,-0.40134423,-0.236324178,-0.468368989
-0.245004879,-0.261526397,-0.24500058,-0.329035599
-0.264540631,-0.119929368,-0.251865764,-0.181246949
-0.271140338,-0.015107395,-0.272793992,-0.071654315
-0.261894821,0.024403166,-0.279222613,-0.023964284
-0.235857981,-0.011616974,-0.262659704,-0.060362686
-0.195990066,-0.111877659,-0.220550868,-0.170338425
-0.149641843,-0.246488647,-0.16716329,-0.316750135
-0.107072654,-0.375184795,-0.141495501,-0.459354401
-0.078346015,-0.458518722,-0.11930992,-0.545218704
-0.069705959,-0.468798486,-0.112333839,-0.559106693
-0.080883724,-0.397626134,-0.099200902,-0.484378375
-0.1045522,-0.257900614,-0.091009009,-0.334534295
-0.128396303,-0.079782309,-0.110505041,-0.134742815
-0.139271537,0.098114416,-0.139139869,0.062506514
-0.128061226,0.239658149,-0.142315168,0.232060019
-0.093460446,0.32104736,-0.116977959,0.334194887
-0.043186946,0.336732011,-0.077802377,0.369955319
0.008022689,0.299791937,-0.029374342,0.338259924
0.04312493,0.236829122,-0.002282482,0.271887018
0.048661232,0.179057038,-0.004428667,0.212767119
0.019793751,0.152363513,-0.028669012,0.181908875
-0.037337829,0.16936806,-0.089339475,0.205391461
-0.106878131,0.225832649,-0.162640811,0.272089765
-0.167825412,0.302429999,-0.227150046,0.364734008
-0.200423437,0.371241011,-0.249705342,0.452213713
-0.192222495,0.404933208,-0.236504208,0.490761789
-0.14174592,0.385783381,-0.181882867,0.462333701
-0.058527199,0.311774975,-0.115432695,0.372065554
0.040438852,0.197893134,-0.020612435,0.234870844
0.136517551,0.072184941,0.094577989,0.09826614
0.215415574,-0.032281157,0.202740569,-0.009303285
0.271175675,-0.087194739,0.281699518,-0.067445339
0.306790289,-0.077626774,0.335767976,-0.055078919
0.331307265,-0.006916016,0.37565925,0.01585422
0.354622735,0.103695192,0.420937203,0.141450285
0.382043277,0.220677654,0.46573102,0.262968724
0.410816535,0.307564479,0.511019761,0.343400781
0.43011925,0.335415184,0.548714993,0.365155925
0.424701548,0.291418105,0.530398637,0.328989015
0.380981949,0.1831382,0.459408924,0.232881069
0.293386293,0.037111574,0.348733845,0.095936221
0.168506273,-0.107938996,0.205390427,-0.055689867
0.025321984,-0.21147996,0.056017871,-0.18728916
-0.108930084,-0.24231675,-0.091951374,-0.246189162
-0.206122028,-0.187443693,-0.198838697,-0.204076741
-0.245515483,-0.056115638,-0.247613394,-0.069096771
-0.22022597,0.122049454,-0.233113231,0.129099392
-0.139666135,0.304499384,-0.157267581,0.331555785
-0.027065961,0.446750364,-0.021113741,0.507406753
0.087200213,0.514015118,0.126158085,0.583498076
0.174354499,0.490323969,0.220685295,0.551312883
0.215224618,0.382682363,0.242798158,0.437240133
0.205001872,0.219158947,0.199141683,0.275136321
0.153359818,0.04144941,0.13692182,0.07832117
0.080127386,-0.106045717,0.072052958,-0.093488967
0.008186365,-0.187669846,0.008341932,-0.200281501
-0.043879221,-0.185428422,-0.039288502,-0.206955896
-0.066902632,-0.103062918,-0.056318736,-0.122669538
-0.062459189,0.035666853,-0.050491211,0.032629883
-0.040267696,0.193845014,-0.038986771,0.20689308
-0.012965463,0.331387859,-0.014931737,0.370735476
0.00954702,0.415370506,0.020078691,0.476702316
0.023941444,0.42793602,0.031523529,0.495711601
0.034021873,0.369825308,0.024775595,0.434053803
0.047890805,0.2588663,0.012414689,0.312673411
0.072971951,0.124173195,0.041096572,0.162678354
0.111024797,-0.002078657,0.097053578,0.022754416
0.155344904,-0.092921817,0.159351524,-0.073611343
0.191543807,-0.132723302,0.214821899,-0.114869575
0.201930706,-0.119776761,0.244009095,-0.103858387
0.172080472,-0.065082513,0.223416636,-0.040231716
0.097209624,0.011885383,0.13502624,0.041915889
-0.014128689,0.088902947,-0.000116353,0.117508086
-0.140704732,0.146499157,-0.147796509,0.16916532
